Learner SignUp DateTime,Opportunity Name,Opportunity Category,Opportunity End Date,Gender,Country,Institution Name,Current/Intended Major,Status Description,Opportunity Start Date,Age,Engagement Duration,Month of SignUp,Day of Week of SignUp,Day of Month of SignUp,Year of Signup,Year of Birth,Season
23/2/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Male,India,Other,Information Systems,Started,3/11/2022,23,604,February,Thursday,23,2023,2001,Winter
17/6/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Female,Nigeria,University Of Lagos,Pharmacy And Pharmacology,Team Allocated,3/11/2022,36,604,June,Saturday,17,2023,1988,Summer
26/7/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Male,United States,Saint Louis University,Other,Team Allocated,3/11/2022,26,604,July,Wednesday,26,2023,1998,Summer
11/9/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Female,United States,Other,Other,Team Allocated,3/11/2022,18,604,September,Monday,11,2023,2006,Fall
14/5/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Female,Nigeria,Other,Other,Started,3/11/2022,27,604,May,Sunday,14,2023,1997,Spring
14/6/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Male,India,Other,Computer Science,Started,3/11/2022,31,604,June,Wednesday,14,2023,1993,Summer
2/4/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Male,India,Other,Other,Started,3/11/2022,20,604,April,Sunday,2,2023,2004,Spring
19/8/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Male,United States,Saint Louis University,Information Systems,Team Allocated,3/11/2022,24,604,August,Saturday,19,2023,2000,Summer
20/2/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Male,United States,Saint Louis University,Public Health,Started,3/11/2022,34,604,February,Monday,20,2023,1990,Winter
17/5/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Male,United States,Saint Louis University,Artificial Intelligence,Withdraw,3/11/2022,26,604,May,Wednesday,17,2023,1999,Spring
12/8/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Male,Pakistan,Other,Finance,Team Allocated,3/11/2022,30,604,August,Saturday,12,2023,1994,Summer
27/2/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Male,United States,Saint Louis University,Information Systems,Started,3/11/2022,24,604,February,Monday,27,2023,2000,Winter
8/7/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Male,United States,Saint Louis University,Computer Science And Information Systems,Team Allocated,3/11/2022,24,604,July,Saturday,8,2023,2000,Summer
28/6/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Female,United States,Saint Louis University,Biology,Withdraw,3/11/2022,20,604,June,Wednesday,28,2023,2004,Summer
6/2/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Male,United States,Saint Louis University,Computer Science And Information Systems,Started,3/11/2022,25,604,February,Monday,6,2023,2000,Winter
10/8/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Female,Ghana,Kwame Nkrumah University Of Science And Technology,Agriculture And Forestry,Team Allocated,3/11/2022,29,604,August,Thursday,10,2023,1995,Summer
10/8/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Female,United States,Saint Louis University,Information Systems,Team Allocated,3/11/2022,24,604,August,Thursday,10,2023,2000,Summer
29/7/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Male,United States,Other,Other,Team Allocated,3/11/2022,20,604,July,Saturday,29,2023,2004,Summer
5/1/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Male,United States,Other,Biochemistry,Team Allocated,3/11/2022,18,604,January,Thursday,5,2023,2006,Winter
4/8/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Male,India,Saint Louis University,Electrical And Computer Engineering,Team Allocated,3/11/2022,24,604,August,Friday,4,2023,2000,Summer
19/5/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Female,India,Other,Computer Science And Engineering,Started,3/11/2022,24,604,May,Friday,19,2023,2000,Spring
17/5/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Male,India,Illinois Institute Of Technology,Information Technology And Management,Started,3/11/2022,23,604,May,Wednesday,17,2023,2001,Spring
8/9/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Male,India,Other,Accounting And Finance,Team Allocated,3/11/2022,22,604,September,Friday,8,2023,2002,Fall
28/3/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Male,Pakistan,Other,English Language And Literature,Started,3/11/2022,25,604,March,Tuesday,28,2023,1999,Spring
7/3/2024,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Male,Yemen,Other,Other,Waitlisted,7/3/2024,27,0,March,Thursday,7,2024,1998,Spring
25/7/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Female,China,Other,Other,Team Allocated,3/11/2022,21,604,July,Tuesday,25,2023,2003,Summer
9/5/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Female,India,Other,Computer Science,Started,3/11/2022,23,604,May,Tuesday,9,2023,2002,Spring
29/6/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Male,United States,Saint Louis University,Computer Science,Started,3/11/2022,25,604,June,Thursday,29,2023,1999,Summer
11/6/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Male,Nepal,Other,Computer Science And Information Systems,Started,3/11/2022,19,604,June,Sunday,11,2023,2005,Summer
7/7/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Male,Nigeria,Other,Biology,Team Allocated,3/11/2022,26,604,July,Friday,7,2023,1998,Summer
15/8/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Male,Ghana,Kwame Nkrumah University Of Science And Technology,Chemistry,Team Allocated,3/11/2022,27,604,August,Tuesday,15,2023,1997,Summer
19/6/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Male,Ghana,Other,Accounting And Finance,Started,3/11/2022,30,604,June,Monday,19,2023,1994,Summer
20/1/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Male,Nigeria,Other,Data Visualization,Started,3/11/2022,27,604,January,Friday,20,2023,1997,Winter
15/6/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Female,Pakistan,Other,Other,Started,3/11/2022,22,604,June,Thursday,15,2023,2002,Summer
16/6/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Male,Nigeria,Other,Computer Science,Team Allocated,3/11/2022,34,604,June,Friday,16,2023,1990,Summer
31/5/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Female,United States,Saint Louis University,Medicine,Started,3/11/2022,19,604,May,Wednesday,31,2023,2005,Spring
9/7/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Male,United States,Other,Computer Science,Team Allocated,3/11/2022,23,604,July,Sunday,9,2023,2001,Summer
27/3/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Female,India,Other,Psychology,Withdraw,3/11/2022,20,604,March,Monday,27,2023,2004,Spring
13/4/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Female,Nigeria,Other,Business Administration,Team Allocated,3/11/2022,22,604,April,Thursday,13,2023,2002,Spring
9/7/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Female,India,Saint Louis University,Public Health,Team Allocated,3/11/2022,27,604,July,Sunday,9,2023,1997,Summer
1/5/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Male,United States,Saint Louis University,Information Systems,Team Allocated,3/11/2022,26,604,May,Monday,1,2023,1998,Spring
16/3/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Female,Bangladesh,Other,Other,Started,3/11/2022,22,604,March,Thursday,16,2023,2002,Spring
10/12/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Female,India,Other,Software Engineering,Team Allocated,3/11/2022,26,604,December,Sunday,10,2023,1998,Winter
14/6/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Male,Pakistan,Other,Cyber Security,Started,3/11/2022,20,604,June,Wednesday,14,2023,2004,Summer
7/3/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Male,Ghana,Saint Louis University,Other,Started,3/11/2022,24,604,March,Tuesday,7,2023,2000,Spring
23/5/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Female,United States,Saint Louis University,Biological Sciences,Started,3/11/2022,19,604,May,Tuesday,23,2023,2005,Spring
25/5/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Female,Pakistan,Other,Other,Started,3/11/2022,23,604,May,Thursday,25,2023,2001,Spring
23/5/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Female,India,Other,Bioinformatics,Started,3/11/2022,26,604,May,Tuesday,23,2023,1998,Spring
15/6/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Female,Kenya,Other,Other,Started,3/11/2022,24,604,June,Thursday,15,2023,2000,Summer
30/10/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Male,United States,Saint Louis University,Computer Science,Team Allocated,3/11/2022,23,604,October,Monday,30,2023,2001,Fall
6/7/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Male,India,Other,Civil Engineering,Started,3/11/2022,20,604,July,Thursday,6,2023,2004,Summer
12/8/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Female,Nigeria,Other,English Language And Literature,Team Allocated,3/11/2022,25,604,August,Saturday,12,2023,2000,Summer
27/8/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Female,India,Other,Computer Engineering,Team Allocated,3/11/2022,21,604,August,Sunday,27,2023,2003,Summer
21/2/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Female,United States,Saint Louis University,Information Systems,Started,3/11/2022,23,604,February,Tuesday,21,2023,2001,Winter
22/11/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Female,India,Other,Other,Team Allocated,3/11/2022,23,604,November,Wednesday,22,2023,2001,Fall
29/2/2024,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Male,India,Other,Other,Waitlisted,29/2/2024,29,0,February,Thursday,29,2024,1995,Winter
7/12/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Male,United States,Saint Louis University,Business Analytics,Rewards Award,3/11/2022,23,604,December,Thursday,7,2023,2001,Winter
3/9/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Male,United States,Saint Louis University,Information Systems,Team Allocated,3/11/2022,23,604,September,Sunday,3,2023,2001,Fall
9/7/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Female,United States,Saint Louis University,Computer Science,Team Allocated,3/11/2022,27,604,July,Sunday,9,2023,1997,Summer
13/6/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Male,Pakistan,Other,Information Technology,Started,3/11/2022,22,604,June,Tuesday,13,2023,2002,Summer
15/2/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Male,Nigeria,National Open University Of Nigeria,Other,Started,3/11/2022,41,604,February,Wednesday,15,2023,1983,Winter
2/11/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Male,India,Other,Computer Science,Team Allocated,3/11/2022,21,604,November,Thursday,2,2023,2003,Fall
14/7/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Female,India,Other,Psychology,Team Allocated,3/11/2022,18,604,July,Friday,14,2023,2006,Summer
9/9/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Female,United States,Saint Louis University,Health Data Science,Team Allocated,3/11/2022,23,604,September,Saturday,9,2023,2001,Fall
24/5/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Male,India,Saint Louis University,Information Systems,Team Allocated,3/11/2022,26,604,May,Wednesday,24,2023,1998,Spring
17/8/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Male,Congo,Other,Computer Science And Engineering,Team Allocated,3/11/2022,22,604,August,Thursday,17,2023,2002,Summer
11/8/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Male,India,Saint Louis University,Computer Science,Team Allocated,3/11/2022,26,604,August,Friday,11,2023,1998,Summer
12/8/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Male,India,Other,Agriculture And Forestry,Team Allocated,3/11/2022,24,604,August,Saturday,12,2023,2000,Summer
9/12/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Female,India,Illinois Institute Of Technology,Information Technology And Management,Team Allocated,3/11/2022,24,604,December,Saturday,9,2023,2000,Winter
21/9/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Female,United States,Saint Louis University,Information Systems,Team Allocated,3/11/2022,24,604,September,Thursday,21,2023,2000,Fall
5/8/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Male,India,Other,Electronics And Communication Engineering,Team Allocated,3/11/2022,21,604,August,Saturday,5,2023,2003,Summer
6/8/2023,Career Essentials: Getting Started With Your Professional Journey,Course,29/6/2024,Male,United States,Saint Louis University,Health Data Science,Team Allocated,3/11/2022,28,604,August,Sunday,6,2023,1996,Summer
